,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,holiday,weekend,hour,day,month,Power_kW_-1_day
2017-01-01 19:00:00,105.5317855,8.8675,76.24166666666666,2.6625833333333335,3.3335000000000004,1021.5,1.2765,0.0,0.0,1,1,19,1,1,0.0
2017-01-01 20:00:00,110.062383,9.014166666666666,75.90833333333333,2.2816666666666667,2.89325,1020.9166666666666,1.48675,0.0,0.0,1,1,20,1,1,0.0
2017-01-01 21:00:00,104.160698,9.1825,77.0,1.6249166666666666,2.0965,1020.0,1.3920000000000001,0.0,0.0,1,1,21,1,1,0.0
2017-01-01 22:00:00,100.433525,9.199166666666667,78.61666666666666,0.45775000000000005,0.6709166666666667,1019.25,1.3481666666666667,0.0,0.0,1,1,22,1,1,0.0
2017-01-01 23:00:00,97.65639,10.055833333333334,77.75,1.651,2.3900833333333336,1018.8333333333334,1.2419166666666668,0.0,0.0,1,1,23,1,1,0.0
2017-01-02 00:00:00,92.2155215,9.865,80.39166666666667,2.00725,3.2705,1018.0,1.4798333333333333,0.0,0.0,0,0,0,2,1,100.8100005
2017-01-02 01:00:00,94.69353,9.471666666666666,83.45833333333333,2.7464999999999997,3.5850833333333334,1017.0833333333334,1.1796666666666666,0.0,0.0,0,0,1,2,1,99.0541345
2017-01-02 02:00:00,97.90985,10.209166666666667,84.08333333333333,3.8714166666666667,4.926833333333334,1015.9166666666666,1.8166666666666667,0.0,0.0,0,0,2,2,1,98.539567
2017-01-02 03:00:00,95.432934,9.975833333333332,85.5,5.83875,6.771666666666667,1015.0,1.1193333333333333,0.0,0.0,0,0,3,2,1,101.4357845
2017-01-02 04:00:00,95.6783095,9.791666666666666,87.19166666666666,5.2955,6.499333333333333,1014.5,1.5486666666666666,0.0,0.0,0,0,4,2,1,98.4816645
2017-01-02 05:00:00,96.260175,9.895,86.625,5.0281666666666665,7.2547500000000005,1014.0,1.507,0.0,0.0,0,0,5,2,1,97.805844
2017-01-02 06:00:00,104.752833,10.0425,84.8,5.5921666666666665,7.777833333333334,1013.3333333333334,1.5416666666666667,0.0,0.0,0,0,6,2,1,94.4647605
